"29025","Roman Catholicism in Spain","Anonymous","513","327"
"41847","Baseball Joe in the Central League; or, Making Good as a Professional Pitcher","Chadwick, Lester","1837","188"
"3273","The Complete Works of Artemus Ward — Part 3: Stories and Romances","Ward, Artemus","250","73"
"10597","Four Early Pamphlets","Godwin, William","696","121"
"34377","The Preaching Tours and Missionary Labours of George Müller (of Bristol)","Müller, Susannah Grace Sanger","710","25"
"39851","Victorian Literature: Sixty Years of Books and Bookmen","Shorter, Clement King","1311","176"
"49391","True Stories of The Great War, Volume IV (of 6) Tales of Adventure—Heroic Deeds—Exploits told by the Soldiers, Officers, Nurses, Diplomats, Eye Witnesses","Various","1520","553"
"8834","Weymouth New Testament in Modern Speech, 1 Corinthians","Weymouth, Richard Francis","132","50"
"39590","Some Account of Llangollen and Its Vicinity  Including a Circuit of About Seven Miles","Simpson, W. T. (Wilfrid Tord)","392","32"
"22792","Perils and Captivity  Comprising The sufferings of the Picard family after the shipwreck of the Medusa, in the year 1816; Narrative of the captivity of M. de Brisson, in the year 1785; Voyage of Madame Godin along the river of the Amazons, in the year 1770.","Dard, Charlotte-Adelaïde","1925","388"
"24586","The Story of My Life Being Reminiscences of Sixty Years' Public Service in Canada","Ryerson, Egerton","4196","257"
"49342","The Stickit Minister's Wooing and Other Galloway Stories","Crockett, S. R. (Samuel Rutherford)","3133","1149"
"34267","The Morality of Woman, and Other Essays","Key, Ellen","98","137"
"38305","Endurance Test; or, How Clear Grit Won the Day","Douglas, Alan, Captain","1300","30"
"9299","Italian Letters, Vols. I and II The History of the Count de St. Julian","Godwin, William","493","209"
"33129","Incidents of Travel in Yucatan, Vol. I.","Stephens, John L.","1289","155"
"34674","The Baron's Sons: A Romance of the Hungarian Revolution of 1848","Jókai, Mór","2521","909"
"52019","Ellen Levis A Novel","Singmaster, Elsie","3908","3160"
"1881","The Call of the Canyon","Grey, Zane","1156","2779"
"18310","The Delight Makers","Bandelier, Adolph Francis Alphonse","4558","2398"
"43729","The Lost Pibroch, and other Sheiling Stories","Munro, Neil","1008","422"
"39270","The Life and Opinions of Tristram Shandy, Gentleman","Sterne, Laurence","5601","944"
"39315","Punch, or the London Charivari, Vol. 93, Nov. 12, 1887","Various","152","22"
"19338","The Keeper","Piper, H. Beam","439","3"
"27524","Hampton Court","Jerrold, Walter","143","38"
"47200","Oracles from the Poets A Fanciful Diversion for the Drawing Room","Gilman, Caroline","274","302"
"23208","How Janice Day Won","Long, Helen Beecher","1669","1034"
"4450","The Adventures of Harry Richmond — Volume 7","Meredith, George","767","475"
"5944","The History of Don Quixote, Volume 2, Part 41","Cervantes Saavedra, Miguel de","139","14"
"21758","Hudson Bay","Ballantyne, R. M. (Robert Michael)","989","105"
"27101","Life of Rear Admiral John Randolph Tucker","Rochelle, James Henry","208","113"
"30844",""To Invade New York...."","Lewis, Irwin","104","3"
"11549","The Life and Letters of Elizabeth Prentiss","Prentiss, George Lewis","2374","5103"
"18004","Told in a French Garden August, 1914","Aldrich, Mildred","948","1377"
"44992","Travelling Sketches","Trollope, Anthony","648","247"
"5876","Ten Englishmen of the Nineteenth Century","Joy, James Richard","1693","131"
"11730","With the Allies","Davis, Richard Harding","603","70"
"30210","Comic Bible Sketches, Reprinted from "The Freethinker"","Foote, G. W. (George William)","22","0"
"52032","A Dissertation on the Books of Origen against Celsus","Cunningham, Francis A. (Francis Aloysius)","208","8"
"8005","The Bible, King James version, Book 5: Deuteronomy","Anonymous","772","99"
"16766","All on the Irish Shore: Irish Sketches","Ross, Martin","1249","1121"
"33504","Opticks  Or, A Treatise of the Reflections, Refractions, Inflections, and Colours of Light","Newton, Isaac, Sir","98","7"
"38901","Twelfth Night; or, What You Will","Shakespeare, William","424","141"
"5451","An Egyptian Princess — Volume 02","Ebers, Georg","247","90"
"26495","A System Of Logic, Ratiocinative And Inductive (Vol. 1 of 2)","Mill, John Stuart","647","14"
"38745","The Little Gleaner, Vol. X. A Monthly Magazine for the Young","Various","3369","1632"
"44660","Punch, or the London Charivari, Vol. 109, July 13, 1895","Various","154","61"
"3286","Selections from the Speeches and Writings of Edmund Burke","Burke, Edmund","2001","161"
"20776","Encyclopedia of Needlework","Dillmont, Thérèse de","4","0"
"44262","The Spanish Brothers A Tale of the Sixteenth Century","Alcock, Deborah","5729","573"
"14616","Thoughts, Moods and Ideals: Crimes of Leisure","Lighthall, W. D. (William Douw)","74","19"
"37182","Colorado—The Bright Romance of American History","Grable, F. C.","968","85"
"46329","The Swamp Doctor's Adventures in The South-West Containing the Whole of The Louisiana Swamp Doctor; Streaks of Squatter Life; And Far-Western Scenes; In a Series of Forty-Two Humorous Southern and Western Sketches, Descriptive of Incidents and Character","Robb, John","3540","798"
"10850","Philaster; Or, Love Lies a Bleeding","Beaumont, Francis","478","312"
"15873","The Day of Days: An Extravaganza","Vance, Louis Joseph","2215","447"
"32031","A Raw Recruit's War Experiences","Nickerson, Ansel D.","241","30"
"33533","The Convict's Farewell: with Advice to Criminals, before and after Trial","Parkerson, James","18","8"
"45780","Beaumont and Fletcher's Works, Vol. 5","Fletcher, John","2132","1028"
"43042","The Expert Maid-Servant","Herrick, Christine Terhune","27","679"
"545","At the Earth's Core","Burroughs, Edgar Rice","774","352"
"8521","Maintaining Health (Formerly Health and Efficiency)","Alsaker, Rasmus Larssen","573","79"
"14974","Punch, or the London Charivari, Volume 152, April 4, 1917","Various","186","26"
"23011","Eatin' Crow; and The Best Man In Garotte","Harris, Frank","193","2"
"27699","McClure's Magazine, Vol 31, No 2, June 1908","Various","2147","1197"
"42412","Blackwood's Edinburgh Magazine, No. 401, March 1849","Various","1834","340"
"42611","In to the Yukon","Edwards, William Seymour","333","113"
"42940","The Battleship Boys in Foreign Service; or, Earning New Ratings in European Seas","Patchin, Frank Gee","776","16"
"1195","Glasses","James, Henry","380","819"
"16594","A Short History of English Agriculture","Curtler, W. H. R. (William Henry Ricketts)","1117","21"
"43988","Titian","Bensusan, S. L. (Samuel Levy)","365","10"
"1503","The Tragedy of King Richard III","Shakespeare, William","551","166"
"17302","Transactions of the American Society of Civil Engineers, vol. LXVIII, Sept. 1910 The New York Tunnel Extension of the Pennsylvania Railroad The Terminal Station - West","Cresson, Benjamin Franklin","3","0"
"41619","The Haunting of Low Fennel","Rohmer, Sax","1168","535"
"47947","Self Knowledge and Guide to Sex Instruction Vital facts of Life for All Ages","Shannon, T. W.","1471","1036"
"36311","The Problem of 'Edwin Drood': A Study in the Methods of Dickens","Nicoll, W. Robertson (William Robertson), Sir","1296","257"
"12388","The Courage of Captain Plum","Curwood, James Oliver","3338","641"
"45350","Anno Domini 2071 Translated from the Dutch Original","Harting, Pieter","118","50"
"13710","Punch, or the London Charivari, Volume 101, September 12, 1891","Various","157","59"
"20870","The Motor Girls Through New England; or, Held by the Gypsies","Penrose, Margaret","508","825"
"36799","The History Of The Last Trial By Jury For Atheism In England  A Fragment of Autobiography Submitted for the Perusal of Her Majesty's Attorney-General and the British Clergy","Holyoake, George Jacob","796","65"
"4619","Words of Cheer for the Tempted, the Toiling, and the Sorrowing","Arthur, T. S. (Timothy Shay)","1755","1402"
"15348","Blown to Bits; or, The Lonely Man of Rakata","Ballantyne, R. M. (Robert Michael)","2366","285"
"29683","The Little Girl Lost A Tale for Little Girls","Raper, Eleanor","327","655"
"39752","Fairy Legends and Traditions of the South of Ireland","Croker, Thomas Crofton","2994","607"
"261","A Dome of Many-Coloured Glass","Lowell, Amy","112","40"
"6604","Two Months in the Camp of Big Bear","Gowanlock, Theresa","382","63"
"30708","History of the Rise of the Huguenots Volume 2","Baird, Henry Martyn","6470","1408"
"48700","On Cambrian and Cumbrian Hills Pilgrimages to Snowdon and Scafell","Salt, Henry S.","300","7"
"11269","Virgie's Inheritance","Sheldon, Georgie, Mrs.","1928","2627"
"11219","The Mirror of Literature, Amusement, and Instruction  Volume 14, No. 384, August 8, 1829","Various","364","49"
"35678","France","Home, Gordon","257","113"
"40353","The Datchet Diamonds","Marsh, Richard","2205","512"
"13812","Sir Mortimer: A Novel","Johnston, Mary","2072","703"
"15168","Bowser the Hound","Burgess, Thornton W. (Thornton Waldo)","1178","9"
"32423","Encyclopaedia Britannica, 11th Edition, "Coucy-le-Château" to "Crocodile"  Volume 7, Slice 6","Various","3894","176"
"49426","A Country Idyl and Other Stories","Bolton, Sarah Knowles","1293","1152"
